Marea,Planta,Embarcacion,Bodega,% Llenado,# Calas,TDC-Desc,TVN,año,temporada_año
129751,ILO,TASA 415,Estanca,23.0,1,15.65,19.28,2018,2018-I
129752,ILO,TASA 44,Frio,44.0,1,23.05,19.36,2018,2018-I
129753,ILO,TASA 21,Estanca,21.0,1,10.45,16.99,2018,2018-I
129754,ILO,TASA 34,Estanca,48.0,2,19.17,20.57,2018,2018-I
129755,ILO,TASA 17,Tradicional,14.0,1,13.25,25.89,2018,2018-I
129767,ILO,TASA 22,Estanca,7.0,1,16.38,20.45,2018,2018-I
129778,ILO,TASA 32,Tradicional,4.0,1,13.52,20.94,2018,2018-I
129779,MATARANI,TASA 22,Estanca,33.0,3,13.12,20.11,2018,2018-I
129780,ILO,TASA 425,Frio,20.0,2,10.65,19.9,2018,2018-I
129781,ILO,TASA 23,Estanca,20.0,3,14.48,25.57,2018,2018-I
129782,ILO,TASA 415,Estanca,5.0,1,12.47,21.87,2018,2018-I
129783,MATARANI,TASA 21,Estanca,46.0,2,11.83,22.47,2018,2018-I
129794,ILO,TASA 34,Estanca,15.0,2,12.0,25.51,2018,2018-I
129795,MATARANI,TASA 17,Tradicional,49.0,3,15.0,21.97,2018,2018-I
129796,ILO,TASA 44,Frio,52.0,1,7.97,22.6,2018,2018-I
129815,ILO,TASA 34,Estanca,62.0,3,11.77,19.14,2018,2018-I
129816,ILO,TASA 425,Frio,52.0,2,12.8,26.04,2018,2018-I
129817,ILO,TASA 411,Tradicional,34.0,2,17.0,34.26,2018,2018-I
129818,ILO,TASA 44,Frio,16.0,1,12.95,20.21,2018,2018-I
129819,ILO,TASA 23,Estanca,3.0,1,8.82,27.1,2018,2018-I
129820,ILO,TASA 32,Tradicional,11.0,1,18.02,26.96,2018,2018-I
129821,ILO,TASA 415,Estanca,5.0,1,14.58,29.2,2018,2018-I
129822,ILO,TASA 22,Estanca,19.0,1,10.0,20.44,2018,2018-I
129824,ILO,TASA 17,Tradicional,47.0,3,16.57,23.79,2018,2018-I
129855,ILO,TASA 411,Tradicional,10.0,2,21.77,43.98,2018,2018-I
129856,ILO,TASA 415,Estanca,47.0,2,13.85,21.3,2018,2018-I
129857,ILO,TASA 425,Frio,4.0,1,18.82,19.1,2018,2018-I
129858,ILO,TASA 44,Frio,14.0,1,13.87,19.61,2018,2018-I
129859,ILO,TASA 22,Estanca,4.0,1,18.43,42.26,2018,2018-I
129860,ILO,TASA 23,Estanca,16.0,2,19.63,29.54,2018,2018-I
129861,MATARANI,TASA 32,Tradicional,27.0,2,12.92,25.52,2018,2018-I
129871,ILO,TASA 17,Tradicional,42.0,1,11.03,21.94,2018,2018-I
129872,ATICO,TASA 426,Tradicional,48.0,4,14.07,17.3,2018,2018-I
129873,ATICO,TASA 416,Tradicional,58.0,2,6.58,16.03,2018,2018-I
129874,ATICO,TASA 36,Estanca,3.0,1,6.22,14.31,2018,2018-I
129879,ATICO,TASA 38,Tradicional,48.0,3,17.33,20.95,2018,2018-I
129881,ATICO,TASA 417,Tradicional,26.0,2,11.85,19.34,2018,2018-I
129885,ATICO,TASA 35,Estanca,45.0,3,13.33,20.69,2018,2018-I
129886,ATICO,TASA 37,Estanca,3.0,1,5.2,17.42,2018,2018-I
129894,MATARANI,TASA 21,Estanca,18.0,3,8.3,20.72,2018,2018-I
129895,MATARANI,TASA 32,Tradicional,20.0,2,6.45,19.68,2018,2018-I
129896,ATICO,TASA 45,Frio,12.0,2,12.53,14.85,2018,2018-I
129897,ILO,TASA 17,Tradicional,9.0,1,10.48,21.31,2018,2018-I
129898,ILO,TASA 415,Estanca,2.0,1,15.93,27.85,2018,2018-I
129899,ILO,TASA 44,Frio,2.0,1,14.5,22.15,2018,2018-I
129900,ATICO,TASA 36,Estanca,31.0,2,14.12,15.07,2018,2018-I
129901,ATICO,TASA 426,Tradicional,6.0,1,15.73,33.51,2018,2018-I
129902,ATICO,TASA 37,Estanca,20.0,2,13.42,14.65,2018,2018-I
129903,ILO,TASA 22,Estanca,16.0,1,11.05,22.76,2018,2018-I
129904,ATICO,TASA 43,Frio,15.0,4,17.22,14.32,2018,2018-I
129905,ILO,TASA 425,Frio,19.0,2,16.67,18.06,2018,2018-I
129907,ATICO,TASA 416,Tradicional,19.0,3,18.5,20.16,2018,2018-I
129908,ATICO,TASA 418,Tradicional,2.0,1,10.6,15.55,2018,2018-I
129909,ATICO,TASA 417,Tradicional,12.0,2,14.83,14.66,2018,2018-I
129926,ATICO,TASA 35,Estanca,7.0,1,9.48,14.46,2018,2018-I
129927,ATICO,TASA 38,Tradicional,12.0,3,14.67,22.51,2018,2018-I
129929,ATICO,TASA 210,Tradicional,9.0,1,15.43,20.62,2018,2018-I
129937,MATARANI,TASA 220,Tradicional,55.0,2,11.17,22.69,2018,2018-I
129946,MATARANI,TASA 32,Tradicional,13.0,2,5.7,22.15,2018,2018-I
129947,MATARANI,TASA 21,Estanca,42.0,1,7.45,19.83,2018,2018-I
129952,ILO,TASA 411,Tradicional,7.0,1,11.07,22.17,2018,2018-I
129967,ATICO,TASA 45,Frio,48.0,3,13.73,15.12,2018,2018-I
129968,MATARANI,TASA 35,Estanca,18.0,2,7.5,19.6,2018,2018-I
129969,MATARANI,TASA 37,Estanca,22.0,2,19.25,38.41,2018,2018-I
129970,MATARANI,TASA 38,Tradicional,40.0,3,9.7,17.69,2018,2018-I
129971,MATARANI,TASA 417,Tradicional,18.0,3,12.15,17.03,2018,2018-I
129972,ATICO,TASA 43,Frio,10.0,3,14.0,15.92,2018,2018-I
129973,MATARANI,TASA 426,Tradicional,33.0,3,18.0,34.3,2018,2018-I
129974,ATICO,TASA 36,Estanca,38.0,2,15.07,25.39,2018,2018-I
129975,MATARANI,TASA 210,Tradicional,12.0,1,8.5,21.02,2018,2018-I
129976,MATARANI,TASA 416,Tradicional,4.0,1,9.0,20.07,2018,2018-I
130161,ILO,TASA 22,Estanca,6.0,1,7.38,22.24,2018,2018-I
130162,ILO,TASA 210,Tradicional,12.0,1,14.68,21.37,2018,2018-I
130163,ILO,TASA 425,Frio,14.0,2,6.58,20.29,2018,2018-I
130164,ILO,TASA 426,Tradicional,21.0,2,11.45,20.49,2018,2018-I
130165,ILO,TASA 37,Estanca,4.0,1,13.95,22.09,2018,2018-I
130166,ILO,TASA 17,Tradicional,23.0,1,17.38,22.15,2018,2018-I
130167,ILO,TASA 418,Tradicional,12.0,1,7.48,22.31,2018,2018-I
130168,MATARANI,TASA 35,Estanca,27.0,2,6.2,18.29,2018,2018-I
130169,ILO,TASA 44,Frio,3.0,1,13.22,22.1,2018,2018-I
130170,MATARANI,TASA 36,Estanca,30.0,2,5.73,18.3,2018,2018-I
130171,ILO,TASA 43,Frio,9.0,2,11.47,17.84,2018,2018-I
130172,ILO,TASA 416,Tradicional,15.0,1,12.1,26.75,2018,2018-I
130173,ILO,TASA 45,Frio,19.0,1,15.32,22.41,2018,2018-I
130175,MATARANI,TASA 21,Estanca,9.0,2,8.33,19.0,2018,2018-I
130176,MATARANI,TASA 23,Estanca,38.0,2,13.4,27.2,2018,2018-I
130177,MATARANI,TASA 38,Tradicional,4.0,1,6.92,16.16,2018,2018-I
130178,MATARANI,TASA 411,Tradicional,5.0,2,13.83,37.54,2018,2018-I
130188,ILO,TASA 34,Estanca,24.0,1,13.1,22.77,2018,2018-I
130191,MATARANI,TASA 417,Tradicional,6.0,1,5.62,18.05,2018,2018-I
130220,MATARANI,TASA 416,Tradicional,7.0,1,9.43,24.02,2018,2018-I
130221,MATARANI,TASA 418,Tradicional,6.0,1,13.1,49.19,2018,2018-I
130222,ILO,TASA 425,Frio,5.0,1,26.73,21.51,2018,2018-I
130223,ILO,TASA 43,Frio,10.0,2,25.38,20.38,2018,2018-I
130224,ILO,TASA 21,Estanca,3.0,1,11.33,27.4,2018,2018-I
130225,ILO,TASA 35,Estanca,5.0,1,11.28,18.99,2018,2018-I
130227,ILO,TASA 44,Frio,10.0,2,23.85,21.12,2018,2018-I
130228,MATARANI,TASA 23,Estanca,8.0,1,11.63,46.12,2018,2018-I
130229,MATARANI,TASA 210,Tradicional,5.0,1,9.38,27.74,2018,2018-I
130231,MATARANI,TASA 22,Estanca,5.0,1,6.93,20.21,2018,2018-I
130232,MATARANI,TASA 32,Tradicional,5.0,1,9.13,23.84,2018,2018-I
130233,ILO,TASA 45,Frio,18.0,2,21.53,40.0,2018,2018-I
130234,MATARANI,TASA 34,Estanca,8.0,1,7.48,25.81,2018,2018-I
130235,MATARANI,TASA 37,Estanca,8.0,1,7.25,21.81,2018,2018-I
130236,MATARANI,TASA 426,Tradicional,6.0,1,8.73,28.13,2018,2018-I
130237,MATARANI,TASA 17,Tradicional,10.0,1,10.87,44.89,2018,2018-I
130268,ILO,TASA 415,Estanca,4.0,1,8.75,21.52,2018,2018-I
130269,ILO,TASA 220,Tradicional,8.0,1,6.75,19.22,2018,2018-I
130280,ILO,TASA 34,Estanca,1.0,1,6.37,20.59,2018,2018-I
130755,MATARANI,TASA 411,Tradicional,16.0,2,9.05,20.14,2018,2018-I
130757,MATARANI,TASA 210,Tradicional,9.0,2,14.82,20.18,2018,2018-I
130758,MATARANI,TASA 220,Tradicional,44.0,4,17.0,29.22,2018,2018-I
130760,MATARANI,TASA 426,Tradicional,12.0,3,11.82,25.78,2018,2018-I
130770,MATARANI,TASA 17,Tradicional,13.0,1,9.72,25.18,2018,2018-I
131281,CHIMBOTE,TASA 59,Frio,35.0,3,12.12,15.05,2018,2018-I
131282,SAMANCO,TASA 41,Frio,34.0,4,14.95,20.27,2018,2018-I
131283,CHIMBOTE,TASA 54,Frio,68.0,4,12.87,17.69,2018,2018-I
131284,SAMANCO,TASA 42,Frio,72.0,2,10.9,18.09,2018,2018-I
131285,CHIMBOTE,TASA 218,Estanca,66.0,2,15.88,20.46,2018,2018-I
131286,CHIMBOTE,TASA 424,Tradicional,38.0,3,17.5,26.73,2018,2018-I
131287,CHIMBOTE,TASA 427,Frio,28.0,3,15.37,26.14,2018,2018-I
131288,PISCO NORTE,TASA 411,Tradicional,4.0,1,7.9,14.78,2018,2018-I
131289,PISCO SUR,TASA 416,Tradicional,20.0,3,11.48,16.56,2018,2018-I
131290,CHIMBOTE,TASA 53,Frio,30.0,3,18.33,30.39,2018,2018-I
131291,PISCO NORTE,TASA 43,Frio,4.0,1,11.23,15.0,2018,2018-I
131292,VEGUETA,TASA 36,Estanca,93.0,3,17.4,22.78,2018,2018-I
131293,CHIMBOTE,TASA 315,Tradicional,68.0,2,13.23,21.15,2018,2018-I
131298,CALLAO,TASA 210,Tradicional,91.0,1,6.6,14.85,2018,2018-I
131299,CALLAO,TASA 34,Estanca,63.0,3,11.05,20.99,2018,2018-I
131300,VEGUETA,TASA 35,Estanca,82.0,1,13.85,22.46,2018,2018-I
131304,SUPE,TASA 57,Frio,51.0,4,11.75,16.3,2018,2018-I
131305,CALLAO,TASA 426,Tradicional,60.0,4,18.98,29.27,2018,2018-I
131306,VEGUETA,TASA 38,Tradicional,63.0,3,14.53,22.75,2018,2018-I
131309,CALLAO,TASA 55,Frio,62.0,4,15.18,14.37,2018,2018-I
131310,CALLAO,TASA 419,Frio,62.0,4,13.08,17.4,2018,2018-I
131312,CALLAO,TASA 23,Estanca,81.0,2,13.35,22.18,2018,2018-I
131314,CALLAO,TASA 32,Tradicional,60.0,3,11.45,17.63,2018,2018-I
131315,VEGUETA,TASA 22,Estanca,63.0,2,11.22,23.26,2018,2018-I
131316,SUPE,TASA 56,Frio,67.0,2,10.15,14.61,2018,2018-I
131317,CALLAO,TASA 31,Tradicional,71.0,2,8.02,18.83,2018,2018-I
131319,CALLAO,TASA 111,Tradicional,96.0,1,6.12,14.7,2018,2018-I
131320,CALLAO,TASA 37,Estanca,39.0,3,11.57,22.02,2018,2018-I
131321,VEGUETA,TASA 71,Frio,64.0,2,8.9,17.49,2018,2018-I
131322,CALLAO,TASA 314,Tradicional,54.0,3,7.85,20.12,2018,2018-I
131324,SUPE,TASA 52,Frio,76.0,1,9.23,16.86,2018,2018-I
131325,CALLAO,TASA 17,Tradicional,92.0,2,11.63,19.52,2018,2018-I
131326,CALLAO,TASA 51,Frio,31.0,2,7.25,18.96,2018,2018-I
131709,CHIMBOTE,TASA 111,Tradicional,97.0,2,12.03,21.06,2018,2018-I
131720,MALABRIGO,TASA 57,Frio,73.0,7,37.1,14.03,2018,2018-I
131745,SUPE,TASA 53,Frio,68.0,2,19.62,18.97,2018,2018-I
131752,VEGUETA,TASA 427,Frio,78.0,2,27.9,22.8,2018,2018-I
131758,MALABRIGO,TASA 315,Tradicional,96.0,3,16.95,22.0,2018,2018-I
131761,SUPE,TASA 59,Frio,77.0,4,20.98,24.1,2018,2018-I
131769,PISCO NORTE,TASA 414,Estanca,4.0,1,11.5,24.53,2018,2018-I
131770,SUPE,TASA 419,Frio,71.0,1,14.6,16.06,2018,2018-I
131771,SUPE,TASA 314,Tradicional,16.0,2,9.13,12.26,2018,2018-I
131772,SUPE,TASA 310,Tradicional,20.0,2,9.58,14.16,2018,2018-I
131774,SUPE,TASA 210,Tradicional,16.0,2,10.85,15.47,2018,2018-I
131775,VEGUETA,TASA 32,Tradicional,32.0,2,19.5,19.05,2018,2018-I
131776,VEGUETA,TASA 52,Frio,74.0,3,24.12,26.87,2018,2018-I
131777,SUPE,TASA 34,Estanca,9.0,2,9.18,15.26,2018,2018-I
131778,PISCO NORTE,TASA 411,Tradicional,35.0,3,13.03,25.12,2018,2018-I
131779,PISCO NORTE,TASA 420,Tradicional,18.0,1,12.88,23.69,2018,2018-I
131780,PISCO NORTE,TASA 412,Tradicional,16.0,2,13.73,18.35,2018,2018-I
131781,CALLAO,TASA 44,Frio,11.0,2,13.5,19.54,2018,2018-I
131782,PISCO NORTE,TASA 425,Frio,6.0,1,17.35,17.26,2018,2018-I
131783,PISCO NORTE,TASA 417,Tradicional,13.0,1,16.7,24.59,2018,2018-I
131784,CHIMBOTE,TASA 17,Tradicional,71.0,2,13.83,27.64,2018,2018-I
131785,MALABRIGO,TASA 22,Estanca,91.0,3,17.4,19.84,2018,2018-I
131786,CHIMBOTE,TASA 220,Tradicional,98.0,1,9.05,20.34,2018,2018-I
131788,MALABRIGO,TASA 23,Estanca,98.0,2,16.97,20.8,2018,2018-I
131789,SUPE,TASA 21,Estanca,12.0,2,9.65,16.28,2018,2018-I
131791,MALABRIGO,TASA 41,Frio,72.0,2,15.7,16.15,2018,2018-I
131792,SAMANCO,TASA 218,Estanca,85.0,3,18.42,29.79,2018,2018-I
131793,MALABRIGO,TASA 36,Estanca,89.0,3,20.17,29.07,2018,2018-I
131794,VEGUETA,TASA 38,Tradicional,29.0,2,20.22,27.15,2018,2018-I
131795,VEGUETA,TASA 56,Frio,78.0,4,28.42,20.86,2018,2018-I
131797,PISCO NORTE,TASA 413,Tradicional,5.0,1,13.05,19.04,2018,2018-I
131798,PISCO NORTE,TASA 416,Tradicional,20.0,2,12.27,23.78,2018,2018-I
131799,PISCO NORTE,TASA 43,Frio,20.0,3,15.75,18.9,2018,2018-I
131800,MALABRIGO,TASA 35,Estanca,85.0,2,15.07,17.15,2018,2018-I
131802,PISCO NORTE,TASA 415,Estanca,19.0,2,11.65,18.23,2018,2018-I
131803,PISCO NORTE,TASA 418,Tradicional,3.0,1,9.52,22.72,2018,2018-I
131805,CALLAO,TASA 58,Frio,73.0,5,30.45,19.65,2018,2018-I
131806,SUPE,TASA 37,Estanca,7.0,2,9.1,12.07,2018,2018-I
131814,CALLAO,TASA 45,Frio,39.0,4,26.55,16.3,2018,2018-I
131815,MALABRIGO,TASA 55,Frio,69.0,3,18.98,15.96,2018,2018-I
131816,CALLAO,TASA 51,Frio,74.0,4,28.45,15.62,2018,2018-I
131841,MALABRIGO,TASA 42,Frio,77.0,2,16.48,16.25,2018,2018-I
131842,CALLAO,TASA 61,Frio,12.0,2,10.62,15.01,2018,2018-I
131843,MALABRIGO,TASA 419,Frio,75.0,2,19.07,12.89,2018,2018-I
131844,SUPE,TASA 314,Tradicional,93.0,3,18.72,22.34,2018,2018-I
131845,SUPE,TASA 310,Tradicional,85.0,3,17.35,18.57,2018,2018-I
131846,VEGUETA,TASA 34,Estanca,90.0,2,19.35,27.97,2018,2018-I
131847,VEGUETA,TASA 21,Estanca,92.0,1,17.72,29.53,2018,2018-I
131848,SUPE,TASA 210,Tradicional,90.0,2,19.28,31.9,2018,2018-I
131849,PISCO SUR,TASA 411,Tradicional,53.0,2,12.02,19.58,2018,2018-I
131850,PISCO SUR,TASA 420,Tradicional,15.0,2,15.62,22.35,2018,2018-I
131851,MALABRIGO,TASA 37,Estanca,82.0,2,17.52,25.3,2018,2018-I
131852,PISCO SUR,TASA 418,Tradicional,39.0,2,11.43,25.17,2018,2018-I
131853,PISCO SUR,TASA 414,Estanca,19.0,2,13.4,24.46,2018,2018-I
131854,PISCO SUR,TASA 412,Tradicional,24.0,1,16.03,21.48,2018,2018-I
131855,PISCO SUR,TASA 415,Estanca,9.0,2,13.27,23.78,2018,2018-I
131858,CHIMBOTE,TASA 17,Tradicional,96.0,1,11.43,19.0,2018,2018-I
131859,PISCO SUR,TASA 413,Tradicional,59.0,1,12.85,27.94,2018,2018-I
131860,PISCO SUR,TASA 416,Tradicional,13.0,2,11.28,23.81,2018,2018-I
131861,MALABRIGO,TASA 426,Tradicional,27.0,2,10.75,20.87,2018,2018-I
131862,MALABRIGO,TASA 71,Frio,59.0,4,19.27,15.4,2018,2018-I
131863,PISCO SUR,TASA 417,Tradicional,13.0,1,12.92,21.06,2018,2018-I
131864,CALLAO,TASA 425,Frio,19.0,2,11.77,15.64,2018,2018-I
131865,CALLAO,TASA 43,Frio,12.0,2,11.68,16.45,2018,2018-I
131867,MALABRIGO,TASA 54,Frio,72.0,6,29.37,15.38,2018,2018-I
131868,MALABRIGO,TASA 53,Frio,72.0,1,14.25,15.51,2018,2018-I
131869,CHIMBOTE,TASA 31,Tradicional,80.0,2,11.82,22.11,2018,2018-I
131871,VEGUETA,TASA 315,Tradicional,94.0,3,17.15,25.3,2018,2018-I
131872,MALABRIGO,TASA 57,Frio,76.0,5,26.08,18.11,2018,2018-I
131878,SUPE,TASA 22,Estanca,83.0,1,14.97,30.16,2018,2018-I
131879,MALABRIGO,TASA 36,Estanca,20.0,2,8.28,19.04,2018,2018-I
131880,VEGUETA,TASA 38,Tradicional,55.0,3,16.82,18.52,2018,2018-I
131883,VEGUETA,TASA 32,Tradicional,15.0,2,9.45,15.45,2018,2018-I
131905,MALABRIGO,TASA 41,Frio,71.0,5,22.17,16.13,2018,2018-I
131910,SUPE,TASA 424,Tradicional,87.0,5,18.02,30.9,2018,2018-I
131911,MALABRIGO,TASA 427,Frio,80.0,2,18.05,18.16,2018,2018-I
131915,CALLAO,TASA 52,Frio,62.0,6,36.05,23.51,2018,2018-I
131916,VEGUETA,TASA 425,Frio,68.0,4,49.18,19.56,2018,2018-I
131917,VEGUETA,TASA 43,Frio,71.0,3,54.27,24.39,2018,2018-I
131918,CALLAO,TASA 61,Frio,51.0,4,28.75,16.26,2018,2018-I
131919,SUPE,TASA 44,Frio,37.0,4,39.35,23.78,2018,2018-I
131921,VEGUETA,TASA 426,Tradicional,76.0,3,17.05,18.74,2018,2018-I
131922,VEGUETA,TASA 36,Estanca,92.0,3,21.72,27.65,2018,2018-I
131923,CHIMBOTE,TASA 32,Tradicional,7.0,1,9.85,20.13,2018,2018-I
131930,VEGUETA,TASA 45,Frio,87.0,3,32.87,24.04,2018,2018-I
131931,SAMANCO,TASA 35,Estanca,45.0,1,11.73,18.86,2018,2018-I
131932,MALABRIGO,TASA 42,Frio,74.0,5,21.33,19.41,2018,2018-I
131933,PISCO SUR,TASA 418,Tradicional,13.0,2,10.58,23.41,2018,2018-I
131934,PISCO SUR,TASA 411,Tradicional,11.0,3,14.63,23.53,2018,2018-I
131935,PISCO SUR,TASA 416,Tradicional,17.0,4,13.5,22.72,2018,2018-I
131936,PISCO SUR,TASA 417,Tradicional,30.0,3,13.07,24.57,2018,2018-I
131937,PISCO SUR,TASA 413,Tradicional,13.0,2,10.27,22.78,2018,2018-I
131938,PISCO SUR,TASA 420,Tradicional,23.0,2,10.65,21.89,2018,2018-I
131939,PISCO SUR,TASA 415,Estanca,20.0,3,13.13,22.5,2018,2018-I
131941,CHIMBOTE,TASA 17,Tradicional,94.0,2,13.2,22.02,2018,2018-I
131943,CHIMBOTE,TASA 220,Tradicional,96.0,3,10.98,17.91,2018,2018-I
131944,CHIMBOTE,TASA 31,Tradicional,82.0,2,15.55,24.14,2018,2018-I
131945,VEGUETA,TASA 55,Frio,57.0,4,24.03,17.21,2018,2018-I
131946,VEGUETA,TASA 23,Estanca,86.0,4,30.55,44.42,2018,2018-I
131948,SUPE,TASA 58,Frio,27.0,4,24.05,21.87,2018,2018-I
131949,PISCO SUR,TASA 412,Tradicional,6.0,1,7.17,20.26,2018,2018-I
131950,PISCO SUR,TASA 414,Estanca,38.0,3,12.63,22.3,2018,2018-I
131954,MALABRIGO,TASA 51,Frio,69.0,2,15.5,16.87,2018,2018-I
131955,SUPE,TASA 310,Tradicional,79.0,3,18.5,24.78,2018,2018-I
131962,SUPE,TASA 314,Tradicional,48.0,2,15.25,19.64,2018,2018-I
131979,MALABRIGO,TASA 59,Frio,76.0,3,11.18,16.68,2018,2018-I
131982,VEGUETA,TASA 21,Estanca,75.0,4,27.53,33.15,2018,2018-I
131983,MALABRIGO,TASA 53,Frio,55.0,2,9.57,15.1,2018,2018-I
131993,MALABRIGO,TASA 419,Frio,23.0,2,18.67,14.07,2018,2018-I
131994,VEGUETA,TASA 37,Estanca,78.0,2,27.25,45.89,2018,2018-I
132001,MALABRIGO,TASA 71,Frio,61.0,2,14.38,18.44,2018,2018-I
132002,PISCO NORTE,TASA 411,Tradicional,85.0,3,12.78,14.51,2018,2018-I
132003,PISCO SUR,TASA 412,Tradicional,89.0,2,10.53,16.4,2018,2018-I
132004,PISCO SUR,TASA 413,Tradicional,44.0,3,13.25,22.1,2018,2018-I
132005,PISCO SUR,TASA 414,Estanca,56.0,4,14.65,17.31,2018,2018-I
132007,PISCO NORTE,TASA 416,Tradicional,45.0,3,11.62,26.24,2018,2018-I
132008,PISCO SUR,TASA 417,Tradicional,52.0,4,16.45,21.56,2018,2018-I
132009,PISCO NORTE,TASA 418,Tradicional,51.0,4,15.33,25.97,2018,2018-I
132010,PISCO SUR,TASA 420,Tradicional,36.0,3,12.95,25.23,2018,2018-I
132011,CHIMBOTE,TASA 17,Tradicional,96.0,3,17.37,23.14,2018,2018-I
132012,CHIMBOTE,TASA 111,Tradicional,92.0,3,14.28,22.64,2018,2018-I
132013,MALABRIGO,TASA 57,Frio,20.0,2,17.98,17.87,2018,2018-I
132014,MALABRIGO,TASA 427,Frio,20.0,3,19.07,15.8,2018,2018-I
132015,CHIMBOTE,TASA 56,Frio,16.0,1,9.17,21.29,2018,2018-I
132016,VEGUETA,TASA 22,Estanca,22.0,2,8.88,14.28,2018,2018-I
132017,VEGUETA,TASA 424,Tradicional,16.0,3,10.68,14.75,2018,2018-I
132018,CHIMBOTE,TASA 54,Frio,73.0,6,40.13,24.54,2018,2018-I
132019,CHIMBOTE,TASA 218,Estanca,29.0,2,14.35,28.73,2018,2018-I
132020,CHIMBOTE,TASA 31,Tradicional,41.0,2,13.48,18.59,2018,2018-I
132021,CHIMBOTE,TASA 32,Tradicional,44.0,3,14.65,19.94,2018,2018-I
132022,CHIMBOTE,TASA 220,Tradicional,95.0,2,13.83,25.3,2018,2018-I
132029,MALABRIGO,TASA 53,Frio,66.0,4,24.07,17.91,2018,2018-I
132032,MALABRIGO,TASA 59,Frio,77.0,4,22.85,20.43,2018,2018-I
132033,MALABRIGO,TASA 426,Tradicional,7.0,1,9.38,16.18,2018,2018-I
132034,SUPE,TASA 315,Tradicional,5.0,1,10.65,23.1,2018,2018-I
132038,VEGUETA,TASA 38,Tradicional,23.0,3,10.57,15.19,2018,2018-I
132046,MALABRIGO,TASA 36,Estanca,9.0,1,10.3,18.71,2018,2018-I
132078,CHIMBOTE,TASA 42,Frio,76.0,3,22.82,19.19,2018,2018-I
132079,MALABRIGO,TASA 41,Frio,76.0,1,13.28,18.39,2018,2018-I
132080,SUPE,TASA 55,Frio,60.0,4,42.47,28.33,2018,2018-I
132081,SUPE,TASA 424,Tradicional,29.0,3,16.4,21.96,2018,2018-I
132082,SUPE,TASA 22,Estanca,50.0,3,14.3,22.0,2018,2018-I
132083,SUPE,TASA 38,Tradicional,19.0,2,13.18,20.97,2018,2018-I
132084,VEGUETA,TASA 52,Frio,51.0,6,38.32,25.95,2018,2018-I
132085,SUPE,TASA 210,Tradicional,39.0,3,16.25,20.13,2018,2018-I
132088,PISCO SUR,TASA 411,Tradicional,18.0,2,13.32,24.03,2018,2018-I
132089,PISCO SUR,TASA 415,Estanca,80.0,3,10.23,21.6,2018,2018-I
132090,MALABRIGO,TASA 35,Estanca,17.0,1,8.9,16.44,2018,2018-I
132091,PISCO SUR,TASA 416,Tradicional,9.0,1,13.87,20.86,2018,2018-I
132092,PISCO SUR,TASA 418,Tradicional,21.0,2,10.8,21.3,2018,2018-I
132094,PISCO SUR,TASA 412,Tradicional,12.0,2,14.88,20.1,2018,2018-I
132095,PISCO SUR,TASA 413,Tradicional,15.0,1,11.02,21.47,2018,2018-I
132096,PISCO SUR,TASA 414,Estanca,15.0,2,12.3,21.11,2018,2018-I
